gene,pvalue
TEAD2,0.781569
TP53BP1,0.7815456
AP2S1,0.78153706
SIRT3,0.7815212
RYK,0.7814409
ATR,0.7814051
ATXN2,0.7813763
MID1,0.78125894
TUBB8,0.7812562
GRIA4,0.7812308
SH2B2,0.7811734
UGT1A1,0.781171
RAE1,0.7811324
CDKN2A,0.78111255
DCN,0.7810857
NDUFA4,0.78102255
TAAR1,0.7810103
POLR2F,0.7809188
AXIN2,0.78091
ERBIN,0.7808937
HCK,0.780795
KIF5B,0.7807853
ITGB5,0.780764
ABI2,0.7807305
MRPL17,0.7807301
PPM1A,0.7807175
NXF2B,0.7807082
ICAM1,0.780684
POLR2L,0.78056663
CDC14A,0.7805642
WASHC3,0.78049135
KCNQ5,0.7804696
IDH3G,0.7802856
MRPL34,0.7802529
IRF9,0.7802426
F8,0.780225
UBA2,0.7802174
CAMK1G,0.7801895
RAC2,0.7801113
ACTN1,0.7800569
CORO1A,0.7800243
ATM,0.7799481
LAMA3,0.7799339
LAP3,0.7798276
KAT2B,0.77980125
WASF2,0.7797817
HEATR1,0.77964896
PRKCSH,0.77963924
E2F3,0.77961075
DUSP9,0.77959555
IDE,0.77958363
KRT9,0.7795779
PARP1,0.779453
NXF2,0.77938676
TAF15,0.779375
FOXP3,0.779284
CBLC,0.77921575
CCL13,0.7791728
ERCC2,0.77908325
IL17RE,0.77907896
LDHC,0.7790677
ARHGEF11,0.7790507
ACTN2,0.77904403
RGS3,0.77904165
MSH6,0.7790281
PLOD1,0.77896416
UBR4,0.7789422
GLI1,0.7789278
GSTP1,0.7789161
IL13RA2,0.77883935
PARD6B,0.778816
LAMA5,0.7787597
FSCN1,0.778736
PRG2,0.7787032
ATG9A,0.7786901
RPE,0.77866507
DMD,0.7785506
RPN1,0.7785115
ECI2,0.7784939
PPP2R2C,0.77845323
CALD1,0.77845305
HEY1,0.7784194
SPOP,0.77837086
SMARCD1,0.7783231
AGT,0.77831066
PQBP1,0.7783024
RANBP3,0.7781719
DCC,0.77814054
ETS2,0.7781395
TXNIP,0.77811235
CDC26,0.7780587
KLHL13,0.77800286
BDNF,0.7779789
RAB5C,0.7778246
PYCR2,0.77778053
ATXN3,0.7777722
ATP5PB,0.7777245
DNAJC10,0.7775918
MS4A2,0.77754366
STMN1,0.7774744
S100A7,0.7774717
MAP2K2,0.77742714
MAPKAPK5,0.77740544
ITGB4,0.7773894
CPEB2,0.77738637
UBE2J1,0.7773417
MKNK2,0.7773403
DEFA6,0.77733105
INPPL1,0.7773074
GYPB,0.77730435
RAB7A,0.77729553
SOCS3,0.7772491
DLAT,0.77724427
EIF6,0.77721727
MAGI2,0.77721065
POP5,0.77719164
CCNB2,0.7771889
TNPO1,0.77716416
SMARCC1,0.7771427
APBB1,0.777133
MYL6,0.77713084
KIF3A,0.77710617
PCBP2,0.777034
SETDB1,0.7770168
PPP2R5D,0.7769977
TGFB3,0.77694285
BAX,0.7769095
P4HA3,0.77686465
TSC2,0.7768466
COMP,0.77681345
UGT1A9,0.77680767
UGT1A6,0.7767527
VPS37C,0.7767296
POLK,0.7767288
GNG8,0.7767226
CPSF6,0.77663773
CRY1,0.77663577
EDC3,0.7766317
GZMB,0.77661836
TFDP1,0.77659965
PYM1,0.7765472
TCF3,0.7765302
CPSF4,0.7765229
HNRNPK,0.7765027
SSBP1,0.7764363
DCTN2,0.77641356
AHCYL1,0.7764034
ARHGEF2,0.77639925
DYNC1I2,0.7763989
SPG21,0.776384
SLC25A5,0.77634096
AMPD1,0.7763269
ATXN2L,0.77630895
GSTA4,0.7762946
IRAK2,0.77628297
ARID1A,0.7762658
GNAQ,0.77626467
PAK4,0.776134
WDR61,0.77610004
FGG,0.77606833
PLCG2,0.77601516
EIF4EBP1,0.77596045
UBA3,0.7759385
SDHA,0.7759372
KLF5,0.77591383
ATP5F1A,0.7759091
UGT1A7,0.7758605
CSNK1G2,0.77583003
COL10A1,0.7757675
UBE2Z,0.7757344
BLNK,0.7756846
GRIA2,0.77567506
PLOD2,0.77564037
FKBP4,0.7755909
XPO5,0.77558315
DIS3,0.77556413
PYCR1,0.7755636
OSM,0.7755265
RBM22,0.7755029
LMO7,0.7754898
MAVS,0.7754252
BHMT2,0.77530736
RXRG,0.77526754
GNA13,0.77523935
CLTCL1,0.77523756
BRCC3,0.775226
TIRAP,0.7751678
CALM3,0.7751474
PPP2R5C,0.7751116
RAC3,0.775109
TUBG2,0.77505624
MPG,0.7750429
CARD11,0.7750303
GRK2,0.7750257
F2,0.77501523
GYS1,0.77499986
AHCY,0.7749908
ORC2,0.7749033
PHKB,0.77487725
AQP1,0.7747958
POLR2J,0.77479523
DHTKD1,0.7747895
UBE4A,0.77477497
GTF2F1,0.7747445
RIPK1,0.77473396
FANCB,0.77473134
GNAI3,0.77470005
MAD2L1,0.77469826
TBP,0.7746843
SMARCE1,0.77467984
DNAJB1,0.77465034
TNNT2,0.77458704
ECH1,0.77453893
IFNA14,0.774516
PPIL1,0.77450633
DTX3,0.7744591
BHLHE40,0.7744572
NDUFV1,0.7744508
VDAC1,0.77443856
UFD1,0.77440494
POLR3A,0.7743668
PRKAG3,0.77435493
PPP5C,0.7743377
BIRC5,0.77432334
HTRA2,0.77432156
SSH3,0.7742591
MGAT4C,0.77423906
DLG3,0.77418494
ETF1,0.7740823
EEF1G,0.7740464
RFC1,0.7740462
COPS6,0.7740257
FGF7,0.7740032
PDIA4,0.7739433
FOXM1,0.77389276
IGBP1,0.7738859
LZTS2,0.7738743
B2M,0.7738558
HDAC7,0.77379435
ORC1,0.7737855
KPNA6,0.7737756
FCER1A,0.7737694
ARPC1A,0.7737529
THOC2,0.7737117
HCFC1,0.7736356
SERPINB13,0.7736158
PFKL,0.77360386
TTK,0.7736001
PSMB11,0.7735984
EPHA2,0.7735926
COL5A1,0.773443
SMARCA2,0.77336824
ACTC1,0.7733297
CYP3A5,0.7733203
KLC1,0.7732956
FGB,0.77329004
SND1,0.7732855
IPO4,0.7732824
F10,0.77327466
WASF1,0.7731912
RAP1A,0.77314734
PRKCG,0.77307177
WNT7A,0.7730479
SUPT20H,0.77304506
SH3GL1,0.77303755
SAE1,0.7730354
FOSL2,0.77300346
PAICS,0.7730006
FZR1,0.77291524
WDR3,0.7728359
USP1,0.7728118
PFKP,0.77278537
NXF3,0.77278185
DUSP16,0.7727549
UTP4,0.77268493
TICAM2,0.77266693
MGRN1,0.77266645
CRY2,0.77261436
TJAP1,0.7725886
MYOD1,0.7725875
CCL20,0.7725467
TEC,0.7725429
ATXN1,0.7724918
EHD1,0.77246344
FAN1,0.7724549
DDX19B,0.7724159
MEIS1,0.77238953
VAC14,0.77236646
HSPA4L,0.7723038
TRRAP,0.7722658
EXOSC3,0.77225065
PRIM1,0.77224576
NTF3,0.7722039
HADHB,0.7721013
PPIH,0.77208865
ZNF250,0.7720418
GRIK2,0.77200574
ARF1,0.77198493
CA3,0.77190936
CXCL5,0.7717943
ABLIM2,0.7717502
ORC3,0.7717328
PIP5K1A,0.7717077
ARHGEF1,0.7717024
NUDT16L1,0.7716999
VPS35,0.77159977
MED14,0.7714741
GAD2,0.7714592
BMP2,0.77138805
PDCD6IP,0.7713866
PRKACB,0.77138233
CACNA1B,0.77134293
PAX3,0.7713334
FGF3,0.77132887
EIF2S1,0.77129173
IFNA4,0.77128
ACLY,0.77120256
COL6A3,0.7711458
TNIP1,0.7711309
RPP30,0.77111864
SCRIB,0.7711002
ZNF426,0.77106655
COL14A1,0.77106047
STAMBP,0.7710437
BAG1,0.771014
ZNF707,0.77095914
ITGB3,0.77089876
CBY1,0.7708888
VIPR2,0.77086914
TGM2,0.77081466
CSF1R,0.7707859
EGF,0.77072906
MIF,0.7707232
THOC5,0.7707004
ZYX,0.7706938
SPI1,0.7706596
LRP6,0.7706539
ZNF317,0.77063394
S100A8,0.7706201
PTPN1,0.77056664
F9,0.77056503
CD247,0.7705579
TPR,0.77052635
CHRNG,0.77043474
PPM1B,0.770405
CSNK1A1L,0.77039623
RHOB,0.77039593
TRIM37,0.77038944
POLR2D,0.77036583
HOXA9,0.77030253
CYP2C9,0.770285
EMG1,0.7702345
ETV5,0.77022123
C1D,0.7702207
ELN,0.7701671
GRIA3,0.7701522
MYB,0.7701396
HNRNPR,0.77011573
HAT1,0.7699561
ORC5,0.76994956
MRPS18C,0.76988333
PARP2,0.7698709
ZNF490,0.76986164
TAF9,0.76985157
STK3,0.76984686
ETS1,0.76983786
SPP1,0.7698277
PTPRJ,0.7698277
CEP70,0.7698261
ETV1,0.76979136
RUNX1T1,0.7697579
NDUFA9,0.769757
TEAD4,0.7697464
CKMT2,0.76966923
CCL26,0.7696613
RAB14,0.76961887
PRKD1,0.7696077
SIRT2,0.76960135
FES,0.7695594
ZNF286A,0.7694857
UQCRFS1,0.7694535
MED12L,0.76936674
ZNF552,0.7693572
FYN,0.76931536
NDUFS2,0.7693132
CHMP4A,0.7693051
GTF2B,0.7692909
BIRC7,0.76926243
CXCL6,0.7692577
FBXL3,0.76922464
IRS4,0.76922005
SERPING1,0.7692112
LIG3,0.7691726
RANGAP1,0.7691693
GRIN2D,0.7690932
MYBL2,0.7690229
DOCK1,0.768988
WDR48,0.7689845
TUBA3E,0.7689704
POU2F1,0.7689266
POLR1E,0.7689149
CCL7,0.7689117
BUD31,0.7689104
CNOT6,0.7689061
SDHB,0.7688916
MAP3K4,0.7688656
RGS9,0.76875657
RAB2A,0.7687406
HOXA10,0.76866317
UBE2V1,0.7686507
ZNF302,0.768645
TEK,0.7685334
MAD2L2,0.7685325
GRIN1,0.7685051
RPP38,0.7685024
VANGL1,0.76849484
SBDS,0.7684698
DICER1,0.76842535
PLK4,0.768414
UTP15,0.7684028
EEF2,0.76840204
BHMT,0.76839364
PAPOLA,0.768342
MSN,0.7683324
SPTA1,0.76827574
HNRNPH1,0.76822966
KIF22,0.7682232
ZNF324B,0.7682191
RPP25,0.7681445
CLOCK,0.7681359
MYH6,0.7681231
DAZAP1,0.76811635
POLM,0.7680158
ID3,0.76796407
CDH2,0.76791406
UGT1A4,0.76790655
PMAIP1,0.7678982
PDHX,0.7678568
CD1E,0.767856
WNT5A,0.7678091
ZNF334,0.76776046
BABAM2,0.7677521
HK3,0.7677443
MAGED1,0.76769304
ATP6V1B2,0.767687
DDX58,0.76767564
SMARCC2,0.7676382
PARVA,0.76754177
CNOT2,0.76754105
POP4,0.7675125
MX1,0.76749706
SOCS1,0.7674637
TLR3,0.76743495
COL4A6,0.7674345
UIMC1,0.7673849
HTN1,0.76736116
ZFP36,0.76732945
IFNA21,0.76732844
SNX1,0.7672979
DPYSL2,0.7672976
TRAF4,0.76729405
SKIL,0.7672655
FLI1,0.7672639
DCP1B,0.7672429
EXOC7,0.7672428
RPA4,0.7672402
XRCC3,0.76723766
ERCC3,0.76720756
NLRX1,0.7671966
THBS1,0.76717275
TAF10,0.76715535
RPL39,0.7671442
CTNNBL1,0.76709116
PATJ,0.7670697
KRTAP1-1,0.76694345
TRIP10,0.7669384
CXCL14,0.76688004
AIFM1,0.7668619
AMD1,0.766772
NTF4,0.76672804
MEFV,0.7667093
SHANK3,0.7666668
CAPN2,0.7666657
SRP68,0.76666546
TRIB3,0.7666267
LYN,0.7666189
NDUFS7,0.7666108
TK1,0.7666085
COL9A2,0.7665739
NDUFA7,0.7665667
RB1CC1,0.76650995
GTF2E1,0.76650846
SERPINB2,0.76649034
HMGA2,0.7664902
MUC5B,0.76648617
SUV39H1,0.7664764
SERPINF2,0.766449
SRP14,0.7664358
FGFR3,0.76640934
VPS28,0.7663634
PTPN7,0.76633114
ORC4,0.76631474
EME1,0.76630485
CREB3L4,0.7662942
MAPK7,0.7662692
CACYBP,0.7662339
PLG,0.7662215
KLHL9,0.76621234
PAK3,0.76619595
INS,0.76617515
SSH1,0.7661643
KNG1,0.76615214
DMBT1,0.7661001
OGT,0.7660992
GTF2A1,0.7660986
MYH7,0.7660593
CXCL9,0.7660527
CHEK2,0.7660488
TWIST1,0.7659906
MRPS12,0.7659831
CDC25C,0.7659196
RYR1,0.76588243
POP7,0.7658526
CCNT1,0.7658429
PMS2,0.76578134
KLKB1,0.7657789
VPS37A,0.76571006
PPIL2,0.7657031
GLUD1,0.76567984
NPB,0.76566046
F5,0.76565146
SAP30,0.76562
ZNF227,0.7656169
ACTR3B,0.7655802
EIF3H,0.76554585
RPTOR,0.76553476
ATP6V1A,0.76551837
IFNA13,0.7655152
CCNB1,0.7655053
NSD2,0.7654977
STAT6,0.7654502
FASN,0.76541036
PRKCH,0.7654023
EIF2AK2,0.76537526
KRTAP10-8,0.76537037
REV1,0.7653641
BTK,0.7653345
LIG4,0.7653126
CPSF3,0.76530564
CYCS,0.76529884
KIF5A,0.76527566
CDCA5,0.76527107
MAP4K4,0.7652652
LILRB2,0.76522756
COL18A1,0.7652117
TFAP4,0.76520795
ACTL6A,0.76520777
ICOS,0.765203
RHOBTB1,0.7651824
ETV6,0.76516056
CAMK2G,0.76514816
NFYC,0.76508975
MDM4,0.76507443
BAG4,0.76507103
CDC45,0.7650587
HCLS1,0.76502156
DNAJC5,0.7649951
ZNF765,0.76498854
SOX4,0.76497835
GAR1,0.76497304
ASL,0.76494086
AHCYL2,0.76492715
MYBPC3,0.7648799
MUC7,0.76487184
CLIP1,0.764827
IL20RB,0.7648208
MAP3K12,0.7647952
MAP3K3,0.7647841
CTNNA2,0.7647249
STAM,0.764698
ZNF768,0.7646803
ZFP1,0.7646475
EIF4G2,0.7646278
POLR1A,0.76462525
GNL3,0.7645807
IL6,0.7645782
DUSP6,0.76457614
STAG2,0.7645744
ZNF41,0.7645683
NDUFAF3,0.7645105
GSPT2,0.7644862
DUSP4,0.76448005
TLR7,0.7644596
NLRP3,0.7644345
HIPK2,0.7643999
ARNTL,0.76439
SLC27A3,0.7643572
PFKM,0.7643465
RCOR1,0.7643339
PCGF1,0.7643334
SRP9,0.76426
MRPS17,0.7642436
U2AF1L4,0.76422805
CDK7,0.76420563
HEY2,0.7641932
DYNC1LI2,0.7641753
POLE2,0.7641737
FARS2,0.76416606
CSF3R,0.7641641
PIAS3,0.7641067
GNB5,0.76407516
DHX36,0.7640737
MRE11,0.7640564
IFNA1,0.76404464
CBL,0.7640102
IFNA5,0.7640047
POLA1,0.76400393
FER,0.7639873
GRAP2,0.7639791
AHNAK2,0.7639379
HNF1B,0.7639284
CDX2,0.7638907
ABLIM1,0.763807
FANCD2,0.7638049
FOXG1,0.76380384
UGGT1,0.7637736
PRKD2,0.76375353
LAMC1,0.76374507
IARS2,0.7637191
VPS37B,0.7636844
PPP1R3C,0.76362914
ZFP36L1,0.7636122
XCL1,0.7635724
NPAS2,0.763536
RAB5A,0.76352835
NDUFAF4,0.76352453
HNF1A,0.7634999
ARHGEF7,0.7634694
ATP2A2,0.76345557
VCAN,0.7634443
CRYAB,0.76344395
SAV1,0.7634308
ATP5PD,0.76342595
PPP2R5E,0.7634229
DPP4,0.76339406
MAPK4,0.7633898
NSFL1C,0.76335686
RPP40,0.7633535
CD40LG,0.76332307
TAF6,0.7633149
RPS27L,0.7632949
INPP5D,0.7632725
MYLK,0.76326
ATG4B,0.7632189
ESRRB,0.763196
SLC39A11,0.763136
MAT2A,0.7630805
PLXNB1,0.7630712
PF4V1,0.76307
TGIF1,0.7630381
EPN1,0.763021
SRP72,0.7630016
HSF1,0.76299495
NR5A1,0.762988
CCL22,0.7628435
SUFU,0.7628166
MSX2,0.76277655
THRB,0.7627671
GSTM5,0.7627584
PLCB1,0.7627318
EDEM3,0.7627251
P4HA2,0.76272213
GTF2IRD1,0.76271623
DDX19A,0.7625866
CCNG1,0.76257277
POLR2H,0.76256263
ZSCAN32,0.7625348
SGO1,0.7624452
PTPN2,0.76237196
NDUFS1,0.7623365
PTEN,0.76227653
ABCC12,0.76225203
UTP6,0.7622483
SNAI1,0.7622217
PCGF5,0.7622162
ABCA1,0.7622065
SIK2,0.7621943
AIPL1,0.762134
GNG12,0.76210403
FLOT1,0.76209944
COQ6,0.762094
GRIA1,0.7620165
MATK,0.76198304
NHP2,0.7619792
NDUFB7,0.76197785
ARPC5L,0.7619761
MED16,0.7619673
ZNF773,0.76196355
CXCL11,0.76183605
RIPK2,0.76181364
CCR3,0.7618079
DTX3L,0.76177853
PAK6,0.7617392
PTPRR,0.76173323
ASNS,0.76170766
NCSTN,0.7616922
PCBD1,0.7616603
SERPINA5,0.7616521
GOT1,0.7616379
GTF2H5,0.761635
TNC,0.76162857
EIF2B2,0.76161826
GGA1,0.7615821
TRIM27,0.76153994
SNX3,0.7615236
F2R,0.76150286
CYP3A4,0.76139915
DUSP10,0.7613834
TNNC1,0.7613663
POLN,0.76135653
NOTCH2,0.76131475
IRAK3,0.7612564
SIPA1,0.7612497
MAP2K7,0.76124585
RAB11A,0.761227
KMT2D,0.761207
AHNAK,0.7612051
ZNF578,0.7611997
PIK3CG,0.76119816
SETX,0.761132
ZNF547,0.76107544
CD72,0.7610632
CAD,0.76103055
WWTR1,0.7610254
CREB3,0.76101536
RNF41,0.76100063
ZNF251,0.760926
GTF2F2,0.7609215
TXNRD1,0.7609071
ZNF57,0.76089185
GANAB,0.76088583
ZNF597,0.76087844
TBX21,0.76087666
CASP6,0.7608565
RBBP8,0.76083815
PRPS1,0.7608161
FANCG,0.7607795
HLA-DPA1,0.7607357
PF4,0.7607211
XCL2,0.76071656
MEF2C,0.76070774
MNAT1,0.7607026
TOPBP1,0.7606501
ZNF101,0.7606353
ATP6V1E1,0.7606323
CSNK1G1,0.7605767
MED17,0.76057327
CCR2,0.76057214
KRTAP10-7,0.76055944
SYNCRIP,0.760548
GNG10,0.760527
BRIP1,0.7604834
ZNF2,0.76048183
IDH3B,0.7604642
TCF7L2,0.7604282
DNAJB11,0.7604159
LDB1,0.760373
NDUFA13,0.7603687
SEC13,0.76034355
ATXN3L,0.76032966
PCGF6,0.7602973
GIT2,0.7602905
LEFTY1,0.76025194
AHR,0.76024526
CTRB1,0.7601883
CCDC8,0.76017714
CNOT7,0.7601633
NDC1,0.7601585
CNOT8,0.76010793
ID4,0.7601039
DROSHA,0.76007956
GYG2,0.7600721
CCL14,0.76004905
QKI,0.76004857
GSTM4,0.7600314
RNASE3,0.75998724
ARFGAP3,0.75993556
MYCN,0.7599332
COL8A1,0.7599079
TADA3,0.75989723
INHBE,0.75988317
ARHGAP10,0.75984997
LYL1,0.75984037
MRPL36,0.75983036
BIN1,0.7598301
TLX1,0.75982606
DLG1,0.75982445
XPC,0.75981975
ZNF670,0.75981903
UBE2F,0.7598042
POLD3,0.75975406
KCNA4,0.7597241
COL8A2,0.7595949
APEX1,0.75959253
VAPA,0.75956106
CAV3,0.75951636
MAP2K3,0.7594983
FCGR3A,0.75947446
RAD54B,0.75946355
SNCAIP,0.75946176
POLE,0.7593938
UBE2V2,0.7593473
WNT3A,0.75931156
GYS2,0.75930274
ZNF23,0.75927687
GRIK5,0.7592704
NCF1,0.75925463
IGF1,0.7592348
NGLY1,0.7592022
CNTFR,0.7591138
DIABLO,0.75910443
DUSP3,0.7591006
VWF,0.75909173
AJUBA,0.7590717
ATP5PF,0.75906634
PLCB4,0.7590548
MCCC2,0.75904816
CNTF,0.7590172
ARHGEF4,0.7589554
SEC23B,0.7589039
DNAH10,0.7588459
CTF1,0.7588305
FANCM,0.75881445
AIP,0.75881183
EVL,0.7588052
SUCLA2,0.7587697
HGF,0.758727
NFX1,0.7587247
LIMK1,0.7587189
CHMP5,0.7587108
AP1M2,0.75870025
LIMD1,0.75865257
ZNF564,0.7586256
ITGB6,0.7585647
MED24,0.758561
DAPP1,0.7585582
UQCRH,0.7584928
POLI,0.7584698
DNTT,0.7584299
USP25,0.7584207
RPL26L1,0.7584195
TRIM5,0.7583777
F11,0.7583461
PCGF3,0.75834
RFX6,0.7583089
CST4,0.75828665
EHD4,0.7582574
ARF4,0.75823134
MAGI1,0.7582268
GNB3,0.7581824
CYP2C8,0.75817126
SKAP2,0.7581438
HNRNPF,0.7580377
PFDN1,0.7580364
TNR,0.75802493
ZNF569,0.75801706
HDAC9,0.7579626
ZNF549,0.75793713
DUSP7,0.75789976
GSTA3,0.75787354
CNOT6L,0.75783706
PROC,0.7578308
EPOR,0.75780797
VTA1,0.75779843
PTPN6,0.7577867
ACACA,0.75778043
PPBP,0.7577796
CCL24,0.7577383
MYL5,0.75769854
WIF1,0.7576895
WDR75,0.75764203
EIF2B1,0.75759614
GNS,0.75757736
PLEKHG5,0.7575722
F12,0.7575385
CD28,0.7575052
POLD4,0.7574896
ZFHX3,0.7574663
CENPX,0.7574495
RAD51,0.75744164
ITGAL,0.75743794
RBBP5,0.7574315
NOTCH3,0.75742507
NDUFS8,0.7574246
PLK2,0.75741905
PLD1,0.7573589
MYO1B,0.75735474
IFNA7,0.7573471
CDC7,0.7573175
EPS15L1,0.75724757
GRIK4,0.75716555
DNM3,0.7571145
GPS2,0.75707114
PTTG1,0.75703955
ETV7,0.7570314
PC,0.75701654
ADH1A,0.7570126
SNX6,0.7570052
HDAC11,0.7569852
C1QBP,0.75694704
ECSIT,0.7569291
FGR,0.7568582
ADRM1,0.7567916
RAB10,0.75674456
ACTN3,0.7567314
ZNF461,0.7567083
LAMC3,0.7566809
YBX3,0.75664735
SOCS2,0.7566373
GSTM1,0.75660753
PLCB3,0.75660264
OXCT2,0.7565915
DOT1L,0.75657225
DUSP2,0.75653213
POLR3GL,0.7564746
TBX3,0.756456
KAT2A,0.7564223
ATP6V0D1,0.7564108
LMAN1,0.75639546
CTNND2,0.7563841
CXCL8,0.7563776
SIVA1,0.7563226
PPP3CB,0.7562861
FCGR1A,0.7562613
ZNF155,0.7562608
NAT10,0.75624907
DTX1,0.7562451
RAB1B,0.7562158
MLX,0.7561993
MARCKS,0.7561264
BMP4,0.75610894
GSTM3,0.75609374
DVL3,0.7560934
RMI2,0.7560911
BCKDHA,0.75606954
ADAR,0.7560551
ETV4,0.75602406
CX3CL1,0.75600123
PRKAR1B,0.7559757
CFH,0.7558889
UBE2Q2,0.75584793
KAT6A,0.7558378
DCP2,0.7557889
CFB,0.7557604
PKN1,0.75575197
TFDP2,0.75572884
VPS4B,0.7557027
ANAPC7,0.755677
GNPTG,0.75567454
TMED10,0.75564325
NME1,0.7556368
CARM1,0.755635
TBC1D1,0.75560236
SDC1,0.755599
WWC1,0.75559896
FREM2,0.7555823
DVL1,0.7555751
POLR3H,0.7555563
EIF2B4,0.7555515
HSD17B12,0.75552976
PPP2R3C,0.7555288
PDGFC,0.75547904
COL5A2,0.7554432
PHLPP1,0.75544035
CRYL1,0.7554401
ANAPC1,0.75543976
SRGAP2,0.75539327
GTSE1,0.7553785
COX5A,0.7553586
ZNF17,0.75534767
SMARCAD1,0.75534105
ASIC4,0.7553321
DKK1,0.7552888
ZNF419,0.75528574
CENPS,0.7552587
PEX5,0.7552545
ATP5F1D,0.75525165
CCL17,0.75523084
HHAT,0.75520515
RAD52,0.7551584
APEX2,0.75512254
ARHGDIA,0.7551025
AICDA,0.75508916
PARD3,0.7550664
MYL9,0.75503224
TAF12,0.75502574
MSH3,0.7550213
PKP2,0.75497293
COL17A1,0.7549715
ADORA1,0.7549398
CD59,0.75493777
C1QB,0.7549063
HHEX,0.7548969
PFKFB1,0.75482035
CDC25A,0.75479305
POLH,0.7547595
BMP8B,0.7547404
SYNGAP1,0.754739
RBL1,0.75472724
ATP5F1E,0.7547045
ERO1A,0.7546364
UQCRB,0.7546284
HEYL,0.7545797
PAX7,0.7545685
NFYA,0.75454944
PPP2R2D,0.75454634
IFNAR2,0.7544991
IFT57,0.7544929
SF1,0.7544732
TIAM1,0.7544114
FGA,0.7543759
PRKAR1A,0.7543186
UPF3A,0.75421405
CYP11A1,0.7542132
RNASEH2C,0.7542089
CBX3,0.7542002
ADCY7,0.75419325
PLA2G12A,0.75419116
NDUFA8,0.7541652
CCT4,0.7541212
NF1,0.7541048
DYNC1I1,0.7540897
HNRNPH2,0.75408953
UBE2J2,0.7540871
HLA-E,0.7540716
GNG5,0.75397635
SMG7,0.7539208
HDAC8,0.75391746
IFNA2,0.75391436
TNFRSF10A,0.753909
ALDH1L2,0.75380725
C1S,0.7537855
PLA2G10,0.75378144
GAS6,0.7537007
GDF5,0.7536901
SMC3,0.75366557
ZIM3,0.7536588
CCL2,0.7536087
RORC,0.75355697
RPS6KA4,0.7535317
SH2B1,0.7535182
EXOC2,0.7535037
CD1A,0.7534857
ZNF320,0.7534811
ZNF84,0.753473
KLF4,0.75346345
RFX5,0.7534477
CASP9,0.75344056
DNAI2,0.7534296
GSPT1,0.7534234
ATP6V1D,0.7534131
PPA1,0.75341034
NVL,0.75337636
ZNF699,0.75336826
DNA2,0.75336784
ZNF275,0.75333536
RALBP1,0.7533061
KRTAP10-9,0.7532474
PCF11,0.75321853
GLI2,0.75319827
GNL2,0.7531731
KMT2C,0.75316656
ZNF627,0.75315845
DBH,0.7531556
IL2RG,0.7531214
NR0B2,0.75312036
GRB10,0.75312006
XBP1,0.75310254
MLLT3,0.75309503
HYOU1,0.753092
RNGTT,0.75305283
DUSP5,0.7530341
C1QA,0.7530298
RMI1,0.75300384
TFIP11,0.752983
TNIP2,0.75296724
CST2,0.7529311
PRKAR2A,0.75286794
PRKAR2B,0.75282735
ANXA7,0.7528093
ZNF786,0.75280464
STRADB,0.75276554
ERN1,0.75276196
MEF2A,0.75272626
DNMT1,0.75269127
CNOT3,0.75268936
GNAI1,0.75268626
IQGAP1,0.75266814
ERCC4,0.7526595
NDUFA5,0.7526357
MAT1A,0.7526058
GSTA2,0.75260293
MDN1,0.75257754
DNAH3,0.75257224
DLG4,0.75253713
VPS37D,0.7525067
GDF9,0.752494
NLRP12,0.752488
RYR2,0.75245714
NINL,0.7524469
GNG11,0.7524147
PARD6G,0.75239515
PLCB2,0.75238955
MLF1,0.7523803
ZNF460,0.7523622
COX4I1,0.75234246
PDK3,0.752299
PYGM,0.7522949
DNAJB2,0.7522875
SERPINB9,0.7522871
HIP1,0.7522807
WDR82,0.7522739
SH3GLB1,0.7522625
BTG3,0.7522446
MAD1L1,0.7521639
VPS39,0.7521595
P4HA1,0.7521566
DYNC1LI1,0.7520988
CCL21,0.7520897
HLA-C,0.75206846
MTMR7,0.75206006
EXOC5,0.75205064
ZNF607,0.75202763
GRIK1,0.75198936
KCNJ16,0.75198686
GFAP,0.75197995
DIAPH1,0.75196934
FYB1,0.7519583
RAB5B,0.75195426
LAT,0.75194496
MED27,0.751934
CD1C,0.7519331
CDK14,0.75192964
GTF2I,0.75191754
PICK1,0.75191677
PPP1R1B,0.7518806
CTNNA3,0.7518732
SEH1L,0.75186443
CDKN2D,0.7518376
RAP1B,0.751795
CHMP2A,0.7517656
TAF5,0.7517027
NDUFV2,0.75166416
GPI,0.7516608
DCAF7,0.75165105
PAX5,0.75163454
GDF7,0.7516248
MCCC1,0.7516097
ZNF689,0.75160545
PRDX6,0.75160444
GAST,0.75158376
OCRL,0.7515774
ZNF624,0.75153726
SMYD3,0.75152826
PARVG,0.7515055
LEP,0.7514772
MC2R,0.75142854
BMS1,0.75140667
ZNF783,0.7513809
PRKG1,0.75135803
CCL25,0.75129247
ZNF230,0.7512783
PTPN13,0.7512572
TNFRSF12A,0.75125474
MUS81,0.75123835
IGF2R,0.75118613
MLLT1,0.751176
C2,0.7510883
MAPKAP1,0.7510853
PGR,0.7510731
GRIN2C,0.75106424
SFTPD,0.7510526
TRPC5,0.75104094
NCALD,0.7510354
GAD1,0.7509758
DNAH1,0.75096077
PDK1,0.75095546
WASHC2A,0.7509315
TCOF1,0.7509057
NDUFA12,0.7508897
NR1H2,0.75087714
TBL1XR1,0.75085276
MSI1,0.75084865
CREM,0.7508205
RASGRF2,0.75081223
EHD2,0.75080943
TIMP1,0.7507845
IL16,0.7507576
